id,time,temperature,humidity,pressure,light_intensity,min_wind_direction,max_wind_direction,avg_wind_direction,min_wind_speed,max_wind_speed,avg_wind_speed,accum_rainfall,accum_rainfall_duration,rainfall_intensity,max_rainfall_intensity,heating_temperature,dumping_of_state,pm2_5,pm10
89,1681593736522043392,21.079999924,12.329999924,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,0,6
90,1681593747578502656,21.079999924,12.399999619,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,0,0
91,1681593758634002944,21.079999924,12.329999924,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,2,2
92,1681593769689160192,21.069999695,12.380000114,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,7
93,1681593780743161600,21.069999695,12.399999619,79510,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,2
94,1681593791800353792,21.079999924,12.399999619,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,1
95,1681593802855116800,21.079999924,12.300000191,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,7
96,1681593813911952640,21.069999695,12.329999924,79510,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,7
97,1681593824967216128,21.079999924,12.319999695,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,2
98,1681593836022210048,21.079999924,12.220000267,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
99,1681593847078187264,21.049999237,12.279999733,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,1,2
100,1681593858135196928,21.069999695,12.279999733,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,1,1
101,1681593869192112128,21.079999924,12.239999771,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,2,3
102,1681593880251019776,21.100000381,12.319999695,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,1,1
103,1681593891309394688,21.100000381,12.319999695,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,2,2
104,1681593902365325824,21.079999924,12.329999924,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,2,2
105,1681593913423655936,21.069999695,12.319999695,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
106,1681593924479732736,21.100000381,12.329999924,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
107,1681593935537864448,21.079999924,12.329999924,79500,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
108,1681593946598328320,21.100000381,12.319999695,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
109,1681593957655503872,21.100000381,12.350000381,79500,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
110,1681593968713516800,21.11000061,12.350000381,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,1,1
111,1681593979772462336,21.079999924,12.300000191,79500,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
112,1681593991832410368,21.100000381,12.319999695,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
113,1681594002890222592,21.079999924,12.239999771,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
114,1681594013950795776,21.079999924,12.270000458,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,3,8
115,1681594025009856000,21.079999924,12.270000458,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
116,1681594036070287104,21.079999924,12.279999733,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
117,1681594047131279616,21.069999695,12.279999733,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.389999389648438,0,0,0
118,1681594058189703424,21.079999924,12.270000458,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,2
119,1681594069249263104,21.100000381,12.319999695,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,2,2
120,1681594080310724352,21.100000381,12.25,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,2,7
121,1681594092371932672,21.100000381,12.300000191,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.309999465942383,0,1,1
122,1681594103430843648,21.100000381,12.279999733,79490,370,0,0,0,0,0,0,0.20000000298,10,0,0,21.3700008392334,0,2,3
123,1681594114490713344,21.079999924,12.25,79500,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,2
124,1681594125551578880,21.100000381,12.319999695,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,1,1
125,1681594136611920128,21.100000381,12.239999771,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.329999923706055,0,2,2
126,1681594147672762880,21.079999924,12.270000458,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.389999389648438,0,1,1
127,1681594158734045184,21.069999695,12.300000191,79490,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
128,1681594170796437248,21.079999924,12.270000458,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,1,1
129,1681594181858948864,21.100000381,12.329999924,79480,365,0,0,0,0,0,0,0.20000000298,10,0,0,21.350000381469727,0,2,3
